id,name,classification,type_1,type_2,height_m,weight_kg,capture_rate,abilities,hp,atk,def,sp_atk,sp_def,spd,total_stats,taken_normal,taken_fire,taken_water,taken_electric,taken_grass,taken_ice,taken_fighting,taken_poison,taken_ground,taken_flying,taken_psychic,taken_bug,taken_rock,taken_ghost,taken_dragon,taken_dark,taken_steel,taken_fairy,is_legendary,count
602,Tynamo,EleFish Pokémon,Electric,,0.2,0.3,190,Levitate,35,55,40,45,40,60,275,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
603,Eelektrik,EleFish Pokémon,Electric,,1.2,22.0,60,Levitate,65,85,70,75,70,40,405,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
604,Eelektross,EleFish Pokémon,Electric,,2.1,80.5,30,Levitate,85,115,80,105,80,50,515,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
605,Elgyem,Cerebral Pokémon,Psychic,,0.5,9.0,255,"Telepathy ,  Synchronize",55,55,55,85,55,30,335,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,1
606,Beheeyem,Cerebral Pokémon,Psychic,,1.0,34.5,90,"Telepathy ,  Synchronize",75,75,75,125,95,40,485,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,1
607,Litwick,Candle Pokémon,Ghost,Fire,0.3,3.1,190,"Flash Fire ,  Flame Body",50,30,55,65,55,20,275,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,0,1
608,Lampent,Lamp Pokémon,Ghost,Fire,0.6,13.0,90,"Flash Fire ,  Flame Body",60,40,60,95,60,55,370,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,0,1
609,Chandelure,Luring Pokémon,Ghost,Fire,1.0,34.3,45,"Flash Fire ,  Flame Body",60,55,90,145,90,80,520,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,0,1
610,Axew,Tusk Pokémon,Dragon,,0.6,18.0,75,"Rivalry ,  Mold Breaker",46,87,60,30,40,57,320,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0,1
611,Fraxure,Axe Jaw Pokémon,Dragon,,1.0,36.0,60,"Rivalry ,  Mold Breaker",66,117,70,40,50,67,410,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0,1
612,Haxorus,Axe Jaw Pokémon,Dragon,,1.8,105.5,45,"Rivalry ,  Mold Breaker",76,147,90,60,70,97,540,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0,1
613,Cubchoo,Chill Pokémon,Ice,,0.5,8.5,120,"Snow Cloak ,  Slush Rush",55,70,40,60,40,40,305,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,1
614,Beartic,Freezing Pokémon,Ice,,2.6,260.0,60,"Snow Cloak ,  Slush Rush",95,130,80,70,80,50,505,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,1
615,Cryogonal,Crystallizing Pokémon,Ice,,1.1,148.0,25,Levitate,80,50,50,95,135,105,515,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,1
616,Shelmet,Snail Pokémon,Bug,,0.4,7.7,200,"Hydration ,  Shell Armor",50,40,85,40,65,25,305,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
617,Accelgor,Shell Out Pokémon,Bug,,0.8,25.3,75,"Hydration ,  Sticky Hold",80,70,40,100,60,145,495,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
618,Stunfisk,Trap Pokémon,Ground,Electric,0.7,11.0,75,"Static ,  Limber",109,66,84,81,99,32,471,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,1
619,Mienfoo,Martial Arts Pokémon,Fighting,,0.9,20.0,180,"Inner Focus ,  Regenerator",45,85,50,55,50,65,350,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,1
620,Mienshao,Martial Arts Pokémon,Fighting,,1.4,35.5,45,"Inner Focus ,  Regenerator",65,125,60,95,60,105,510,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,1
621,Druddigon,Cave Pokémon,Dragon,,1.6,139.0,45,"Rough Skin ,  Sheer Force",77,120,90,60,90,48,485,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0,1
622,Golett,Automaton Pokémon,Ground,Ghost,1.0,92.0,190,"Iron Fist ,  Klutz",59,74,50,35,50,35,303,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0,1
623,Golurk,Automaton Pokémon,Ground,Ghost,2.8,330.0,90,"Iron Fist ,  Klutz",89,124,80,55,80,55,483,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0,1
624,Pawniard,Sharp Blade Pokémon,Dark,Steel,0.5,10.2,120,"Defiant ,  Inner Focus",45,85,70,40,40,60,340,0.5,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0,1
625,Bisharp,Sword Blade Pokémon,Dark,Steel,1.6,70.0,45,"Defiant ,  Inner Focus",65,125,100,60,70,70,490,0.5,2.0,1.0,1.0,0.5,0.5,4.0,0.0,2.0,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0,1
626,Bouffalant,Bash Buffalo Pokémon,Normal,,1.6,94.6,45,"Reckless ,  Sap Sipper",95,110,95,40,95,55,490,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
627,Rufflet,Eaglet Pokémon,Normal,Flying,0.5,10.5,190,"Keen Eye ,  Sheer Force",70,83,50,37,50,60,350,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,1
628,Braviary,Valiant Pokémon,Normal,Flying,1.5,41.0,60,"Keen Eye ,  Sheer Force",100,123,75,57,75,80,510,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,1
629,Vullaby,Diapered Pokémon,Dark,Flying,0.5,9.0,190,"Big Pecks ,  Overcoat",70,55,75,45,65,60,370,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0,1
630,Mandibuzz,Bone Vulture Pokémon,Dark,Flying,1.2,39.5,60,"Big Pecks ,  Overcoat",110,65,105,55,95,80,510,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0,1
631,Heatmor,Anteater Pokémon,Fire,,1.4,58.0,90,"Gluttony ,  Flash Fire",85,97,66,105,66,65,484,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,1
632,Durant,Iron Ant Pokémon,Bug,Steel,0.3,33.0,90,"Swarm ,  Hustle",58,109,112,48,48,109,484,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0,1
633,Deino,Irate Pokémon,Dark,Dragon,0.8,17.3,45,Hustle,52,65,50,45,50,38,300,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0,0,1
634,Zweilous,Hostile Pokémon,Dark,Dragon,1.4,50.0,45,Hustle,72,85,70,65,70,58,420,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0,0,1
635,Hydreigon,Brutal Pokémon,Dark,Dragon,1.8,160.0,45,Levitate,92,105,90,125,90,98,600,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0,0,1
636,Larvesta,Torch Pokémon,Bug,Fire,1.1,28.8,45,Flame Body,55,85,55,50,55,60,360,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5,0,1
637,Volcarona,Sun Pokémon,Bug,Fire,1.6,46.0,15,Flame Body,85,60,65,135,105,100,550,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5,0,1
638,Cobalion,Iron Will Pokémon,Steel,Fighting,2.1,250.0,3,Justified,91,90,129,90,72,108,580,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0,1,1
639,Terrakion,Cavern Pokémon,Rock,Fighting,1.9,260.0,3,Justified,91,129,90,72,90,108,580,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,2.0,1,1
640,Virizion,Grassland Pokémon,Grass,Fighting,2.0,200.0,3,Justified,91,90,72,90,129,108,580,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1,1
641,Tornadus,Cyclone Pokémon,Flying,,1.5,63.0,3,"Prankster ,  Therian Forme Ability",79,115,70,125,80,111,580,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1,1
642,Thundurus,Bolt Strike Pokémon,Electric,Flying,1.5,61.0,3,"Prankster ,  Therian Forme Ability",79,115,70,125,80,111,580,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1,1
643,Reshiram,Vast White Pokémon,Dragon,Fire,3.2,330.0,3,Turboblaze,100,120,100,150,120,90,680,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1,1
644,Zekrom,Deep Black Pokémon,Dragon,Electric,2.9,345.0,3,Teravolt,100,150,120,120,100,90,680,1.0,0.5,0.5,0.25,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,1,1
645,Landorus,Abundance Pokémon,Ground,Flying,1.5,68.0,3,"Sand Force ,  Therian Forme Ability",89,125,90,115,80,101,600,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1,1
646,Kyurem,Boundary Pokémon,Dragon,Ice,3.0,325.0,3,"Pressure ,  Black Kyurem Ability ,  White Kyurem Ability",125,130,90,130,90,95,660,1.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1,1
647,Keldeo,Colt Pokémon,Water,Fighting,1.4,48.5,3,Justified,91,72,90,129,90,108,580,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,1,1
648,Meloetta,Melody Pokémon,Normal,,0.6,6.5,3,Serene Grace,100,77,77,128,128,90,600,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1,1
649,Genesect,Paleozoic Pokémon,Bug,Steel,1.5,82.5,3,Download,71,120,95,120,95,99,600,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1,1
650,Chespin,Spiky Nut Pokémon,Grass,,0.4,9.0,45,Overgrow,56,61,65,48,45,38,313,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
651,Quilladin,Spiny Armor Pokémon,Grass,,0.7,29.0,45,Overgrow,61,78,95,56,58,57,405,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
652,Chesnaught,Spiny Armor Pokémon,Grass,Fighting,1.6,90.0,45,Overgrow,88,107,122,74,75,64,530,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,0,1
653,Fennekin,Fox Pokémon,Fire,,0.4,9.4,45,Blaze,40,45,40,62,60,60,307,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,1
654,Braixen,Fox Pokémon,Fire,,1.0,14.5,45,Blaze,59,59,58,90,70,73,409,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,1
655,Delphox,Fox Pokémon,Fire,Psychic,1.5,39.0,45,Blaze,75,69,72,114,100,104,534,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,0,1
656,Froakie,Bubble Frog Pokémon,Water,,0.3,7.0,45,Torrent,41,56,40,62,44,71,314,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
657,Frogadier,Bubble Frog Pokémon,Water,,0.6,10.9,45,Torrent,54,63,52,83,56,97,405,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
658,Greninja,Ninja Pokémon,Water,Dark,1.5,40.0,45,"Torrent ,  Ash-Greninja Ability",72,95,67,103,71,122,530,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,0,1
659,Bunnelby,Digging Pokémon,Normal,,0.4,5.0,255,"Pickup ,  Cheek Pouch",38,36,38,32,36,57,237,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
660,Diggersby,Digging Pokémon,Normal,Ground,1.0,42.4,127,"Pickup ,  Cheek Pouch",85,56,77,50,77,78,423,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0,1
661,Fletchling,Tiny Robin Pokémon,Normal,Flying,0.3,1.7,255,Big Pecks,45,50,43,40,38,62,278,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,1
662,Fletchinder,Ember Pokémon,Fire,Flying,0.7,16.0,120,Flame Body,62,73,55,56,52,84,382,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,0,1
663,Talonflame,Scorching Pokémon,Fire,Flying,1.2,24.5,45,Flame Body,78,81,71,74,69,126,499,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,0,1
664,Scatterbug,Scatterdust Pokémon,Bug,,0.3,2.5,255,"Shield Dust ,  Compoundeyes",38,35,40,27,25,35,200,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
665,Spewpa,Scatterdust Pokémon,Bug,,0.3,8.4,120,Shed Skin,45,22,60,27,30,29,213,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
666,Vivillon,Scale Pokémon,Bug,Flying,1.2,17.0,45,"Shield Dust ,  Compoundeyes",80,52,50,90,50,89,411,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0,1
667,Litleo,Lion Cub Pokémon,Fire,Normal,0.6,13.5,220,"Rivalry ,  Unnerve",62,50,58,73,54,72,369,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5,0,1
668,Pyroar,Royal Pokémon,Fire,Normal,1.5,81.5,65,"Rivalry ,  Unnerve",86,68,72,109,66,106,507,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5,0,1
669,Flabébé,Single Bloom Pokémon,Fairy,,0.1,0.1,225,Flower Veil,44,38,39,61,79,42,303,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,1
670,Floette,Fairy Pokémon,Fairy,,0.2,0.9,120,Flower Veil,54,45,47,75,98,52,371,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,1
671,Florges,Garden Pokémon,Fairy,,1.1,10.0,45,Flower Veil,78,65,68,112,154,75,552,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,1
672,Skiddo,Mount Pokémon,Grass,,0.9,31.0,200,Sap Sipper,66,65,48,62,57,52,350,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
673,Gogoat,Mount Pokémon,Grass,,1.7,91.0,45,Sap Sipper,123,100,62,97,81,68,531,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
674,Pancham,Playful Pokémon,Fighting,,0.6,8.0,220,"Iron Fist ,  Mold Breaker",67,82,62,46,48,43,348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,1
675,Pangoro,Daunting Pokémon,Fighting,Dark,2.1,136.0,65,"Iron Fist ,  Mold Breaker",95,124,78,69,71,58,495,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,0,1
676,Furfrou,Poodle Pokémon,Normal,,1.2,28.0,160,Fur Coat,75,80,60,65,90,102,472,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
677,Espurr,Restraint Pokémon,Psychic,,0.3,3.5,190,"Keen Eye ,  Infiltrator",62,48,54,63,60,68,355,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,1
678,Meowstic,Constraint Pokémon,Psychic,,0.6,8.5,75,"Keen Eye ,  Infiltrator",74,48,76,83,81,104,466,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,1
679,Honedge,Sword Pokémon,Steel,Ghost,0.8,2.0,180,No Guard,45,80,100,35,37,28,325,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,0,1
680,Doublade,Sword Pokémon,Steel,Ghost,0.8,4.5,90,No Guard,59,110,150,45,49,35,448,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,0,1
681,Aegislash,Royal Sword Pokémon,Steel,Ghost,1.7,53.0,45,Stance Change,60,50,150,50,150,60,520,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5,0,1
682,Spritzee,Perfume Pokémon,Fairy,,0.2,0.5,200,Healer,78,52,60,63,65,23,341,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,1
683,Aromatisse,Fragrance Pokémon,Fairy,,0.8,15.5,140,Healer,101,72,72,99,89,29,462,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,1
684,Swirlix,Cotton Candy Pokémon,Fairy,,0.4,3.5,200,Sweet Veil,62,48,66,59,57,49,341,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,1
685,Slurpuff,Meringue Pokémon,Fairy,,0.8,5.0,140,Sweet Veil,82,80,86,85,75,72,480,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,1
686,Inkay,Revolving Pokémon,Dark,Psychic,0.4,3.5,190,"Contrary ,  Suction Cups",53,54,53,37,46,45,288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0,1
687,Malamar,Overturning Pokémon,Dark,Psychic,1.5,47.0,80,"Contrary ,  Suction Cups",86,92,88,68,75,73,482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0,1
688,Binacle,Two-Handed Pokémon,Rock,Water,0.5,31.0,120,"Tough Claws ,  Sniper",42,52,67,39,56,50,306,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
689,Barbaracle,Collective Pokémon,Rock,Water,1.3,96.0,45,"Tough Claws ,  Sniper",72,105,115,54,86,68,500,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
690,Skrelp,Mock Kelp Pokémon,Poison,Water,0.5,7.3,225,"Poison Point ,  Poison Touch",50,60,60,60,60,30,320,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0,1
691,Dragalge,Mock Kelp Pokémon,Poison,Dragon,1.8,81.5,55,"Poison Point ,  Poison Touch",65,75,90,97,123,44,494,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,0,1
692,Clauncher,Water Gun Pokémon,Water,,0.5,8.3,225,Mega Launcher,50,53,62,58,63,44,330,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
693,Clawitzer,Howitzer Pokémon,Water,,1.3,35.3,55,Mega Launcher,71,73,88,120,89,59,500,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
694,Helioptile,Generator Pokémon,Electric,Normal,0.5,6.0,190,"Dry Skin ,  Sand Veil",44,38,33,61,43,70,289,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0,1
695,Heliolisk,Generator Pokémon,Electric,Normal,1.0,21.0,75,"Dry Skin ,  Sand Veil",62,55,52,109,94,109,481,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0,1
696,Tyrunt,Royal Heir Pokémon,Rock,Dragon,0.8,26.0,45,Strong Jaw,58,89,77,45,45,48,362,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0,1
697,Tyrantrum,Despot Pokémon,Rock,Dragon,2.5,270.0,45,Strong Jaw,82,121,119,69,59,71,521,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0,1
698,Amaura,Tundra Pokémon,Rock,Ice,1.3,25.2,45,Refrigerate,77,59,50,67,63,46,362,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,0,1
699,Aurorus,Tundra Pokémon,Rock,Ice,2.7,225.0,45,Refrigerate,123,77,72,99,92,58,521,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,0,1
700,Sylveon,Intertwining Pokémon,Fairy,,1.0,23.5,45,Cute Charm,95,65,65,110,130,60,525,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,1
701,Hawlucha,Wrestling Pokémon,Fighting,Flying,0.8,21.5,100,"Limber ,  Unburden",78,92,75,74,63,118,500,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0,0,1
